gene_family_id	R5-3	M.roreri	B.botryosum	R0301	P.striiformis	P.oryzae	U.maydis	R10-1	R.solani	P.placenta	R1-6-1	R1-8-2
GF_11583	0	1	1	0	0	0	0	0	0	1	0	0
GF_11584	0	1	1	0	0	0	0	0	0	1	0	0
GF_11585	0	1	1	0	0	0	0	0	0	1	0	0
GF_11586	0	1	1	0	0	0	0	0	0	1	0	0
GF_11587	0	1	1	0	0	0	0	0	0	1	0	0
GF_11588	0	1	1	0	0	0	1	0	0	0	0	0
GF_11589	0	1	1	0	0	0	0	0	0	1	0	0
GF_11590	0	0	1	0	0	1	0	0	0	1	0	0
GF_11591	0	1	1	0	0	0	0	0	0	1	0	0
GF_11592	0	0	1	0	1	0	0	0	0	1	0	0
GF_11593	0	1	1	0	0	0	0	0	0	1	0	0
GF_11594	0	1	1	0	0	0	0	0	0	1	0	0
GF_11595	0	1	1	0	0	0	0	0	0	1	0	0
GF_11596	0	1	1	0	0	0	0	0	0	1	0	0
GF_11597	0	1	1	0	0	0	0	0	0	1	0	0
GF_11598	0	1	1	0	0	0	0	0	0	1	0	0
GF_11599	0	1	1	0	0	0	0	0	0	1	0	0
GF_11600	0	0	1	0	0	0	1	0	0	1	0	0
GF_11601	0	1	1	0	0	0	0	0	0	1	0	0
GF_11602	0	1	1	0	0	0	0	0	0	1	0	0
GF_11603	0	1	1	0	0	0	0	0	0	1	0	0
GF_11604	0	0	1	0	0	0	0	0	0	1	0	1
GF_11605	0	1	1	0	0	0	0	0	0	1	0	0
GF_11606	0	1	1	0	0	0	0	0	0	1	0	0
GF_11607	0	1	1	0	0	0	0	0	0	1	0	0
GF_11608	0	0	1	0	1	0	0	0	0	1	0	0
GF_11609	0	1	1	0	1	0	0	0	0	0	0	0
GF_11610	0	1	1	0	0	0	0	0	0	1	0	0
GF_11611	0	1	1	0	0	0	0	0	0	1	0	0
GF_11612	0	1	1	0	0	0	0	0	0	1	0	0
GF_11613	0	1	1	0	0	0	0	0	0	1	0	0
GF_11614	0	1	1	0	0	0	0	0	0	1	0	0
GF_11615	0	1	1	0	0	0	0	0	0	1	0	0
GF_11616	0	0	1	0	1	0	1	0	0	0	0	0
GF_11617	0	0	1	0	0	0	0	0	0	1	0	1
GF_11618	0	1	1	0	0	0	0	0	0	1	0	0
GF_11619	0	0	1	0	1	0	1	0	0	0	0	0
GF_11620	0	1	1	0	0	0	0	0	0	1	0	0
GF_11621	0	0	1	0	0	1	0	0	0	1	0	0
GF_11622	0	1	1	0	0	0	0	0	0	1	0	0
GF_11623	0	1	1	0	0	0	0	0	0	1	0	0
GF_11624	0	1	1	0	0	0	0	0	0	1	0	0
GF_11625	0	1	1	0	0	0	0	0	0	1	0	0
GF_11626	0	1	1	0	0	0	0	0	0	1	0	0
GF_11627	0	1	1	0	0	0	0	0	0	1	0	0
GF_11628	0	1	1	0	0	0	0	0	0	1	0	0
GF_11629	0	1	1	0	0	0	0	0	0	1	0	0
GF_11630	0	1	1	0	0	0	0	0	0	1	0	0
GF_11631	0	1	1	0	0	0	1	0	0	0	0	0
GF_11632	0	0	1	0	0	0	0	0	1	1	0	0
GF_11633	0	1	1	0	0	0	1	0	0	0	0	0
GF_11634	0	1	1	0	0	0	0	0	0	1	0	0
GF_11635	0	1	1	0	0	0	0	0	0	1	0	0
GF_11636	0	1	1	0	0	0	0	0	0	1	0	0
GF_11637	0	1	1	0	0	0	0	0	0	1	0	0
GF_11638	0	1	1	0	0	0	0	0	0	1	0	0
GF_11639	0	1	1	0	0	0	0	0	0	1	0	0
GF_11640	0	1	1	0	0	0	0	0	1	0	0	0
GF_11641	0	1	1	0	0	0	0	0	0	1	0	0
GF_11642	0	1	1	0	0	0	0	0	0	1	0	0
GF_11643	0	1	1	0	0	0	0	0	1	0	0	0
GF_11644	0	1	1	0	0	0	0	0	0	1	0	0
GF_11645	0	0	1	0	0	0	0	0	1	1	0	0
GF_11646	0	1	1	0	0	0	0	0	0	0	0	1
GF_11647	0	1	1	0	1	0	0	0	0	0	0	0
GF_11648	0	0	1	0	0	0	1	0	0	1	0	0
GF_11649	0	1	1	0	0	0	0	0	0	1	0	0
GF_11650	1	0	0	0	0	0	0	0	0	0	1	1
GF_11651	1	0	0	0	0	0	0	1	0	0	0	1
GF_11652	0	0	0	0	0	0	0	1	1	0	1	0
GF_11653	0	1	0	0	0	0	0	0	1	1	0	0
GF_11654	0	0	0	0	0	0	0	1	1	0	1	0
GF_11655	0	0	1	0	0	0	0	0	1	0	0	1
GF_11656	1	0	0	0	0	0	0	0	1	0	0	1
GF_11657	0	0	0	1	0	0	0	0	1	0	0	1
GF_11658	1	0	0	0	0	0	0	0	1	0	0	1
GF_11659	0	1	1	0	0	0	0	0	0	1	0	0
GF_11660	1	0	0	0	0	0	0	0	1	0	1	0
GF_11661	0	1	1	0	0	0	0	0	0	1	0	0
GF_11662	0	0	1	0	0	1	0	0	0	1	0	0
GF_11663	0	1	1	0	0	0	0	0	0	1	0	0
GF_11664	0	1	1	0	0	0	0	0	0	1	0	0
GF_11665	0	1	1	0	0	0	0	0	0	1	0	0
GF_11666	0	1	1	0	0	0	0	0	0	1	0	0
GF_11667	0	1	1	0	0	1	0	0	0	0	0	0
GF_11668	0	1	1	0	0	0	0	0	0	1	0	0
GF_11669	0	1	1	0	1	0	0	0	0	0	0	0
GF_11670	0	1	1	0	0	0	0	0	0	1	0	0
GF_11671	0	1	1	0	0	0	0	0	0	1	0	0
GF_11672	0	1	1	0	0	0	0	0	0	1	0	0
GF_11673	0	0	1	0	0	1	0	0	0	1	0	0
GF_11674	0	1	1	0	0	1	0	0	0	0	0	0
GF_11675	0	1	1	0	0	0	0	0	0	1	0	0
GF_11676	0	1	1	0	0	0	0	0	0	1	0	0
GF_11677	0	1	1	0	0	0	0	0	0	1	0	0
GF_11678	0	1	1	0	0	0	0	0	0	1	0	0
GF_11679	0	0	1	0	0	1	0	0	0	1	0	0
GF_11680	0	1	1	0	0	0	0	0	0	1	0	0
GF_11681	0	1	1	0	0	0	0	0	0	1	0	0
GF_11682	0	1	1	0	0	0	0	0	0	1	0	0
GF_11683	0	1	1	0	0	0	0	0	0	1	0	0
GF_11684	0	1	1	0	0	0	0	0	0	1	0	0
GF_11685	0	1	1	0	0	0	0	0	0	1	0	0
GF_11686	0	1	1	0	0	0	0	0	0	1	0	0
GF_11687	0	1	1	0	0	0	0	0	0	1	0	0
GF_11688	0	1	1	0	0	0	0	0	0	1	0	0
GF_11689	0	1	1	0	0	0	0	0	0	1	0	0
GF_11690	0	1	1	0	0	0	0	0	0	1	0	0
GF_11691	0	1	1	0	0	1	0	0	0	0	0	0
GF_11692	0	1	1	0	0	0	0	0	0	1	0	0
GF_11693	1	0	0	0	0	0	0	1	0	0	0	1
GF_11694	1	0	0	0	0	0	0	1	0	0	0	1
GF_11695	1	0	0	0	0	0	0	1	0	0	0	1
GF_11696	1	0	0	1	0	0	0	1	0	0	0	0
GF_11697	1	0	0	1	0	0	0	1	0	0	0	0
GF_11698	1	0	0	0	0	0	0	1	0	0	0	1
GF_11699	1	0	0	0	0	0	0	1	0	0	0	1
GF_11700	1	0	0	0	0	0	0	1	0	0	0	1
GF_11701	0	0	0	0	0	0	0	1	0	0	1	1
GF_11702	1	0	0	1	0	0	0	1	0	0	0	0
GF_11703	1	0	0	1	0	0	0	1	0	0	0	0
GF_11704	1	0	0	0	0	0	0	1	0	0	0	1
GF_11705	1	0	0	1	0	0	0	1	0	0	0	0
GF_11706	1	0	0	1	0	0	0	1	0	0	0	0
GF_11707	1	0	0	1	0	0	0	1	0	0	0	0
GF_11708	1	0	0	0	0	0	0	1	0	0	1	0
GF_11709	1	0	0	0	0	0	0	1	0	0	0	1
GF_11710	1	0	0	0	0	0	0	1	0	0	1	0
GF_11711	1	0	0	0	0	0	0	1	0	0	1	0
GF_11712	1	0	0	1	0	0	0	0	0	0	0	1
GF_11713	1	0	0	1	0	0	0	1	0	0	0	0
GF_11714	1	0	0	0	0	0	0	1	0	0	0	1
GF_11715	1	0	0	0	0	0	0	1	0	0	0	1
GF_11716	1	0	0	0	0	0	0	1	0	0	1	0
GF_11717	1	0	0	0	0	0	0	1	0	0	0	1
GF_11718	1	0	0	0	0	0	0	1	0	0	0	1
GF_11719	1	0	0	1	0	0	0	1	0	0	0	0
GF_11720	1	0	0	0	0	0	0	1	0	0	0	1
GF_11721	1	0	0	1	0	0	0	1	0	0	0	0
GF_11722	1	0	0	0	0	0	0	1	0	0	1	0
GF_11723	1	0	0	0	0	0	0	1	0	0	1	0
GF_11724	1	0	0	0	0	0	0	0	0	0	1	1
GF_11725	1	0	0	0	0	0	0	1	0	0	1	0
GF_11726	1	0	0	1	0	0	0	1	0	0	0	0
GF_11727	1	0	0	0	0	0	0	1	0	0	1	0
GF_11728	1	0	0	0	0	0	0	1	0	0	0	1
GF_11729	1	0	0	0	0	0	0	1	0	0	0	1
GF_11730	1	0	0	0	0	0	0	0	0	0	1	1
GF_11731	1	0	0	0	0	0	0	1	0	0	0	1
GF_11732	1	0	0	0	0	0	0	1	0	0	0	1
GF_11733	1	0	0	0	0	0	0	1	0	0	1	0
GF_11734	1	0	0	1	0	0	0	1	0	0	0	0
GF_11735	1	0	0	0	0	0	0	1	0	0	0	1
GF_11736	1	0	0	0	0	0	0	1	0	0	0	1
GF_11737	1	0	0	0	0	0	0	1	0	0	0	1
GF_11738	1	0	0	1	0	0	0	1	0	0	0	0
GF_11739	1	0	0	0	0	0	0	1	0	0	1	0
GF_11740	1	0	0	0	0	0	0	1	0	0	0	1
GF_11741	1	0	0	0	0	0	0	1	0	0	1	0
GF_11742	1	0	0	0	0	0	0	1	0	0	1	0
GF_11743	1	0	0	0	0	0	0	1	0	0	1	0
GF_11744	1	0	0	0	0	0	0	1	0	0	0	1
GF_11745	1	0	0	1	0	0	0	1	0	0	0	0
GF_11746	1	0	0	0	0	0	0	1	0	0	1	0
GF_11747	1	0	0	0	0	0	0	1	0	0	0	1
GF_11748	1	0	0	0	0	0	0	1	0	0	1	0
GF_11749	1	0	0	0	0	0	0	1	0	0	0	1
GF_11750	1	0	0	0	0	0	0	1	0	0	1	0
GF_11751	1	0	0	0	0	0	0	1	0	0	0	1
GF_11752	1	0	0	0	0	0	0	1	0	0	1	0
GF_11753	1	0	0	1	0	0	0	1	0	0	0	0
GF_11754	0	0	0	1	0	0	0	1	0	0	1	0
GF_11755	1	0	0	0	0	0	0	1	0	0	0	1
GF_11756	1	0	0	0	0	0	0	1	0	0	1	0
GF_11757	1	0	0	0	0	0	0	1	0	0	0	1
GF_11758	0	0	0	0	0	0	0	1	0	0	1	1
GF_11759	1	0	0	0	0	0	0	0	0	0	1	1
GF_11760	1	0	0	0	0	0	0	1	0	0	0	1
GF_11761	0	0	0	0	0	0	0	1	0	0	1	1
GF_11762	0	0	0	0	0	0	0	1	0	0	1	1
GF_11763	0	0	0	0	0	0	0	1	0	0	1	1
GF_11764	0	0	0	0	0	0	0	1	1	0	0	1
GF_11765	0	0	1	0	0	0	0	1	0	0	0	1
GF_11766	0	0	0	0	0	0	0	1	0	0	1	1
GF_11767	0	0	0	0	0	0	0	1	0	0	1	1
GF_11768	0	0	0	0	0	0	0	1	0	0	1	1
GF_11769	0	0	0	1	0	0	0	1	0	0	0	1
GF_11770	0	0	0	1	0	0	0	1	0	0	0	1
GF_11771	0	0	0	0	0	0	0	1	0	0	1	1
GF_11772	1	0	0	1	0	0	0	0	0	0	0	1
GF_11773	1	0	0	1	0	0	0	0	0	0	0	1
GF_11774	0	0	0	1	0	0	0	1	0	0	0	1
GF_11775	0	0	0	0	0	0	0	1	0	0	1	1
GF_11776	0	0	0	0	0	0	0	1	0	0	1	1
GF_11777	0	0	0	0	0	0	0	1	0	0	1	1
GF_11778	0	0	0	0	0	0	0	1	0	0	1	1
GF_11779	0	0	0	0	0	0	0	1	0	0	1	1
GF_11780	0	0	0	0	0	0	0	1	0	0	1	1
GF_11781	0	0	0	1	0	0	0	1	0	0	0	1
GF_11782	0	0	0	1	0	0	0	0	0	0	1	1
GF_11783	0	0	0	0	0	0	0	1	0	0	1	1
GF_11784	0	0	0	0	0	0	0	1	0	0	1	1
GF_11785	0	0	0	0	0	0	0	1	0	0	1	1
GF_11786	0	0	0	1	0	0	0	1	0	0	0	1
GF_11787	1	0	0	1	0	0	0	0	0	0	0	1
GF_11788	0	0	0	0	0	0	0	1	0	0	1	1
GF_11789	0	0	0	0	0	0	0	1	0	0	1	1
GF_11790	0	0	0	1	0	0	0	1	0	0	0	1
GF_11791	0	0	0	1	0	0	0	1	0	0	0	1
GF_11792	0	0	0	1	0	0	0	1	0	0	0	1
GF_11793	0	0	0	0	0	0	0	1	0	0	1	1
GF_11794	1	0	0	1	0	0	0	0	0	0	0	1
GF_11795	0	0	0	1	0	0	0	1	0	0	0	1
GF_11796	0	0	0	0	0	0	0	1	0	0	1	1
GF_11797	0	0	0	0	0	0	0	1	0	0	1	1
GF_11798	0	0	0	0	0	0	0	1	1	0	0	1
GF_11799	0	0	0	0	0	0	0	1	0	0	1	1
GF_11800	1	0	0	0	0	0	0	0	0	0	1	1
GF_11801	1	0	0	0	0	0	0	0	0	0	1	1
GF_11802	0	0	0	0	0	0	0	1	0	0	1	1
GF_11803	0	0	0	0	0	0	0	1	0	0	1	1
GF_11804	0	0	0	1	0	0	0	1	0	0	0	1
GF_11805	0	0	0	1	0	0	0	1	0	0	0	1
GF_11806	1	0	0	0	0	0	0	0	0	0	1	1
GF_11807	0	0	0	1	0	0	0	1	0	0	0	1
GF_11808	0	0	1	0	0	0	0	1	0	0	0	1
GF_11809	0	0	0	1	0	0	0	1	0	0	0	1
GF_11810	0	0	0	1	0	0	0	1	0	0	0	1
GF_11811	0	0	0	0	0	0	0	1	0	0	1	1
GF_11812	1	0	0	0	0	0	0	0	0	0	1	1
GF_11813	0	0	0	1	0	0	0	1	0	0	0	1
GF_11814	0	0	0	1	0	0	0	1	0	0	0	1
GF_11815	0	0	0	1	0	0	0	1	0	0	1	0
GF_11816	0	0	0	1	0	0	0	1	0	0	0	1
GF_11817	0	0	0	1	0	0	0	1	0	0	0	1
GF_11818	0	0	0	1	0	0	0	1	0	0	0	1
GF_11819	0	0	0	1	0	0	0	1	0	0	0	1
GF_11820	0	1	1	0	0	0	0	0	1	0	0	0
GF_11821	0	0	1	0	0	0	0	0	1	1	0	0
GF_11822	0	0	0	0	0	0	0	1	0	0	1	1
GF_11823	0	0	0	1	0	0	0	1	0	0	0	1
GF_11824	0	0	0	0	0	0	0	1	0	0	1	1
GF_11825	0	0	0	1	0	0	0	1	0	0	0	1
GF_11826	0	0	0	0	0	0	0	1	0	0	1	1
GF_11827	0	0	0	0	0	0	0	1	0	0	1	1
GF_11828	1	0	0	0	0	0	0	0	0	0	1	1
GF_11829	0	0	0	0	0	0	0	1	0	0	1	1
GF_11830	0	0	0	1	0	0	0	1	0	0	0	1
GF_11831	1	0	0	1	0	0	0	0	0	0	0	1
GF_11832	0	0	0	0	0	0	0	1	0	0	1	1
GF_11833	0	0	0	0	0	0	0	1	0	0	1	1
GF_11834	0	0	0	0	0	0	0	1	0	0	1	1
GF_11835	0	0	0	1	0	0	0	1	0	0	0	1
GF_11836	1	0	0	1	0	0	0	0	0	0	0	1
GF_11837	0	0	0	0	0	0	0	1	0	0	1	1
GF_11838	0	0	0	1	0	0	0	1	0	0	0	1
GF_11839	0	0	0	1	0	0	0	1	0	0	0	1
GF_11840	1	0	0	0	0	0	0	0	0	0	1	1
GF_11841	1	0	0	0	0	0	0	0	0	0	1	1
GF_11842	0	0	0	1	0	0	0	0	0	0	1	1
GF_11843	0	0	0	1	0	0	0	1	0	0	0	1
GF_11844	0	0	0	1	0	0	0	1	0	0	0	1
GF_11845	1	0	0	1	0	0	0	0	0	0	0	1
GF_11846	1	0	0	1	0	0	0	0	0	0	0	1
GF_11847	1	0	0	0	0	0	0	0	0	0	1	1
GF_11848	0	0	0	1	0	0	0	1	0	0	0	1
GF_11849	0	0	0	0	0	0	0	1	0	0	1	1
GF_11850	0	0	0	1	0	0	0	1	0	0	0	1
GF_11851	1	0	0	0	0	0	0	0	0	0	1	1
GF_11852	0	0	0	0	0	0	0	1	0	0	1	1
GF_11853	0	0	0	1	0	0	0	1	0	0	0	1
GF_11854	0	0	0	0	0	0	0	1	0	0	1	1
GF_11855	0	0	0	0	0	0	0	1	0	0	1	1
GF_11856	0	0	0	1	0	0	0	1	0	0	0	1
GF_11857	1	0	0	0	0	0	0	0	0	0	1	1
GF_11858	1	0	0	1	0	0	0	0	0	0	0	1
GF_11859	0	0	0	0	0	0	0	1	0	0	1	1
GF_11860	1	0	0	0	0	0	0	0	0	0	1	1
GF_11861	1	0	0	0	0	0	0	0	0	0	1	1
GF_11862	0	0	0	0	0	0	0	1	0	0	1	1
GF_11863	0	0	0	0	0	0	0	1	0	0	1	1
GF_11864	0	0	0	0	0	0	0	1	0	0	1	1
GF_11865	0	0	0	0	0	0	0	1	0	0	1	1
GF_11866	0	0	0	1	0	0	0	1	0	0	0	1
GF_11867	1	0	0	1	0	0	0	0	0	0	0	1
GF_11868	0	0	0	0	0	0	0	1	0	0	1	1
GF_11869	0	0	0	1	0	0	0	1	0	0	0	1
GF_11870	0	0	0	0	0	0	0	1	0	0	1	1
GF_11871	0	0	0	1	0	0	0	1	0	0	0	1
GF_11872	1	0	0	0	0	0	0	0	0	0	1	1
GF_11873	0	0	0	0	0	0	0	1	0	0	1	1
GF_11874	0	0	0	1	0	0	0	1	0	0	0	1
GF_11875	0	0	0	0	0	0	0	1	0	0	1	1
GF_11876	0	0	0	0	0	0	0	1	0	0	1	1
GF_11877	0	0	0	0	0	0	0	1	0	0	1	1
GF_11878	1	0	0	1	0	0	0	0	0	0	0	1
GF_11879	0	0	0	1	0	0	0	0	0	0	1	1
GF_11880	1	0	0	1	0	0	0	0	0	0	0	1
GF_11881	0	0	0	1	0	0	0	1	0	0	0	1
GF_11882	0	0	0	0	0	0	0	1	0	0	1	1
GF_11883	1	0	0	0	0	0	0	0	0	0	1	1
GF_11884	1	0	0	0	0	0	0	0	0	0	1	1
GF_11885	1	0	0	0	0	0	0	0	0	0	1	1
GF_11886	1	0	0	0	0	0	0	0	0	0	1	1
GF_11887	1	0	0	0	0	0	0	0	0	0	1	1
GF_11888	0	0	0	1	0	0	0	1	0	0	0	1
GF_11889	1	0	0	1	0	0	0	0	0	0	0	1
GF_11890	0	0	0	1	0	0	0	1	0	0	0	1
GF_11891	1	0	0	0	0	0	0	0	1	0	0	1
GF_11892	1	0	0	1	0	0	0	0	0	0	0	1
GF_11893	1	0	0	1	0	0	0	0	0	0	0	1
GF_11894	0	0	0	1	0	0	0	1	0	0	0	1
GF_11895	0	0	0	1	0	0	0	1	0	0	0	1
GF_11896	1	0	0	1	0	0	0	0	0	0	0	1
GF_11897	1	0	0	0	0	0	0	0	0	0	1	1
GF_11898	0	0	0	1	0	0	0	1	0	0	0	1
GF_11899	1	0	0	0	0	0	0	0	0	0	1	1
GF_11900	0	0	0	0	0	0	0	1	0	0	1	1
GF_11901	0	1	0	0	0	0	1	0	0	1	0	0
GF_11902	0	1	0	0	0	1	0	0	0	1	0	0
GF_11903	0	1	0	0	0	1	0	0	0	1	0	0
GF_11904	0	0	0	0	1	1	1	0	0	0	0	0
GF_11905	0	1	0	0	0	0	1	0	0	1	0	0
GF_11906	0	1	0	0	1	0	0	0	0	1	0	0
GF_11907	0	1	0	0	0	1	0	0	0	1	0	0
GF_11908	0	1	0	0	1	1	0	0	0	0	0	0
GF_11909	0	1	0	0	0	1	0	0	0	1	0	0
GF_11910	0	1	0	0	0	0	1	0	0	1	0	0
GF_11911	0	1	0	0	0	0	0	0	0	1	1	0
GF_11912	0	1	0	0	0	0	1	0	0	1	0	0
GF_11913	0	1	0	0	0	1	0	0	1	0	0	0
GF_11914	1	0	0	1	0	0	0	0	1	0	0	0
GF_11915	0	0	0	1	0	0	0	0	1	0	0	1
GF_11916	0	0	0	0	0	0	1	0	1	0	0	1
GF_11917	0	0	0	0	0	0	1	0	1	1	0	0
GF_11918	0	1	0	0	0	0	1	0	0	1	0	0
GF_11919	0	1	0	0	0	1	0	0	0	1	0	0
GF_11920	0	1	0	0	0	1	0	0	0	1	0	0
GF_11921	0	1	0	0	0	0	1	0	0	1	0	0
GF_11922	0	1	0	0	0	0	1	0	0	1	0	0
GF_11923	0	1	0	0	0	0	1	0	0	1	0	0
GF_11924	0	1	0	0	0	0	1	0	0	1	0	0
GF_11925	0	1	0	0	0	1	0	0	0	1	0	0
GF_11926	0	1	0	0	1	0	0	0	0	1	0	0
GF_11927	0	1	0	0	0	0	1	0	0	1	0	0
GF_11928	0	1	0	0	0	0	1	0	0	1	0	0
GF_11929	0	1	0	0	0	1	0	0	0	1	0	0
GF_11930	0	1	0	0	0	1	0	0	0	1	0	0
GF_11931	0	1	0	0	0	1	0	0	0	1	0	0
GF_11932	0	1	0	0	0	1	0	0	0	1	0	0
GF_11933	0	0	0	0	1	1	1	0	0	0	0	0
GF_11934	0	0	0	0	0	1	1	0	0	1	0	0
GF_11935	0	0	0	0	0	1	1	0	0	1	0	0
GF_11936	0	1	0	0	0	1	1	0	0	0	0	0
GF_11937	0	0	0	0	0	1	1	0	0	1	0	0
GF_11938	0	0	0	0	1	1	1	0	0	0	0	0
GF_11939	0	0	0	0	1	1	1	0	0	0	0	0
GF_11940	0	0	1	0	0	1	1	0	0	0	0	0
GF_11941	0	1	0	0	0	1	1	0	0	0	0	0
GF_11942	0	1	0	0	0	1	1	0	0	0	0	0
GF_11943	0	1	0	0	0	1	1	0	0	0	0	0
GF_11944	0	0	0	0	0	1	1	0	0	1	0	0
GF_11945	0	0	0	0	1	1	1	0	0	0	0	0
GF_11946	0	0	0	0	1	1	1	0	0	0	0	0
GF_11947	0	0	0	0	1	1	1	0	0	0	0	0
GF_11948	0	1	0	0	0	1	1	0	0	0	0	0
GF_11949	0	0	1	0	0	1	1	0	0	0	0	0
GF_11950	0	1	0	0	0	1	1	0	0	0	0	0
GF_11951	0	0	1	0	0	1	1	0	0	0	0	0
GF_11952	0	0	0	0	1	1	1	0	0	0	0	0
GF_11953	0	0	1	0	0	1	1	0	0	0	0	0
GF_11954	0	0	1	0	0	1	1	0	0	0	0	0
GF_11955	0	0	1	0	0	1	1	0	0	0	0	0
GF_11956	0	0	0	0	1	1	1	0	0	0	0	0
GF_11957	0	0	1	0	0	1	1	0	0	0	0	0
GF_11958	0	0	1	0	0	1	1	0	0	0	0	0
GF_11959	0	0	0	0	1	1	1	0	0	0	0	0
GF_11960	0	0	0	1	0	0	0	0	1	0	0	1
GF_11961	0	0	0	1	0	0	0	0	1	0	1	0
GF_11962	0	0	0	1	0	0	0	0	1	0	0	1
GF_11963	0	0	0	0	0	0	0	0	1	0	1	1
GF_11964	0	1	0	0	0	1	1	0	0	0	0	0
GF_11965	0	0	0	1	0	0	0	0	0	0	1	1
GF_11966	0	1	0	0	0	1	1	0	0	0	0	0
GF_11967	0	1	0	0	0	1	1	0	0	0	0	0
GF_11968	0	1	0	0	0	1	1	0	0	0	0	0
GF_11969	0	0	1	0	0	1	1	0	0	0	0	0
GF_11970	0	0	0	0	1	1	1	0	0	0	0	0
GF_11971	0	0	0	0	0	0	1	0	0	0	1	1
GF_11972	0	1	0	0	0	1	1	0	0	0	0	0
GF_11973	0	0	0	0	1	1	1	0	0	0	0	0
GF_11974	0	1	0	0	1	1	0	0	0	0	0	0
GF_11975	0	0	0	1	0	0	0	1	0	0	1	0
GF_11976	0	1	0	1	0	0	0	0	0	0	1	0
GF_11977	1	0	0	1	0	0	0	0	0	0	1	0
GF_11978	1	0	0	1	0	0	0	0	0	0	1	0
GF_11979	0	0	0	1	0	0	0	0	1	0	0	1
GF_11980	1	0	0	1	0	0	0	0	1	0	0	0
GF_11981	1	0	0	1	0	0	0	0	0	0	1	0
GF_11982	1	0	0	1	0	0	0	0	0	0	1	0
GF_11983	0	0	1	1	0	0	0	1	0	0	0	0
GF_11984	0	0	0	1	0	0	0	1	0	0	1	0
GF_11985	1	0	0	1	0	0	0	0	0	0	1	0
GF_11986	0	0	0	1	0	0	0	1	0	0	1	0
GF_11987	1	0	0	1	0	0	0	0	0	0	1	0
GF_11988	1	0	0	1	0	0	0	0	0	0	1	0
GF_11989	0	0	0	1	0	0	0	0	0	0	1	1
GF_11990	0	0	0	1	0	0	0	1	0	0	1	0
GF_11991	1	0	0	1	0	0	0	0	0	0	1	0
GF_11992	1	0	0	1	0	0	0	0	0	0	1	0
GF_11993	1	0	0	1	0	0	0	0	0	0	1	0
GF_11994	1	0	0	1	0	0	0	0	0	0	1	0
GF_11995	1	0	0	1	0	0	0	0	0	0	1	0
GF_11996	0	0	0	1	0	0	0	0	0	0	1	1
GF_11997	1	0	0	1	0	0	0	0	0	0	1	0
GF_11998	0	0	0	1	0	0	0	0	0	0	1	1
GF_11999	0	0	0	1	0	0	0	0	0	0	1	1
GF_12000	0	0	0	1	0	0	0	2	0	0	0	0
GF_12001	1	0	0	1	0	0	0	0	0	0	1	0
GF_12002	1	0	0	1	0	0	0	0	0	0	1	0
GF_12003	1	0	0	1	0	0	0	0	0	0	1	0
GF_12004	1	0	0	1	0	0	0	0	0	0	1	0
GF_12005	0	0	0	1	0	0	0	0	0	0	1	1
GF_12006	0	0	0	1	0	0	0	0	0	0	1	1
GF_12007	0	0	0	1	0	0	0	1	0	0	1	0
GF_12008	0	0	0	1	0	0	0	0	0	0	1	1
GF_12009	1	0	0	1	0	0	0	0	0	0	1	0
GF_12010	0	0	0	1	0	0	0	1	0	0	1	0
GF_12011	1	0	0	1	0	0	0	0	0	0	1	0
GF_12012	0	0	0	1	0	0	0	0	0	0	2	0
GF_12013	0	0	0	1	0	0	0	1	0	0	1	0
GF_12014	1	0	0	1	0	0	0	0	0	0	1	0
GF_12015	1	0	0	0	0	0	0	1	0	0	1	0
GF_12016	0	0	0	1	0	0	0	0	0	0	1	1
GF_12017	1	0	0	1	0	0	0	0	0	0	1	0
GF_12018	0	0	0	1	0	0	0	0	0	0	1	1
GF_12019	1	0	0	1	0	0	0	0	0	0	1	0
GF_12020	0	0	0	1	0	0	0	0	0	0	1	1
GF_12021	0	0	0	1	0	0	0	1	0	0	1	0
GF_12022	1	0	0	1	0	0	0	0	0	0	1	0
GF_12023	1	0	0	1	0	0	0	0	0	0	1	0
GF_12024	0	0	0	1	0	0	0	1	0	0	1	0
GF_12025	0	0	0	1	0	0	0	1	0	0	1	0
GF_12026	1	0	0	1	0	0	0	0	0	0	1	0
GF_12027	1	0	0	1	0	0	0	0	0	0	1	0
GF_12028	0	0	0	1	0	0	0	0	1	0	1	0
GF_12029	0	0	0	1	0	0	0	0	0	0	1	1
GF_12030	0	0	0	1	0	0	0	0	0	0	1	1
GF_12031	0	0	0	1	0	0	0	1	0	0	1	0
GF_12032	0	0	0	1	0	0	0	0	0	0	1	1
GF_12033	0	0	0	1	0	0	0	1	0	0	1	0
GF_12034	1	0	0	1	0	0	0	0	0	0	1	0
GF_12035	0	0	0	1	0	0	0	1	0	0	1	0
GF_12036	0	0	0	1	0	0	0	1	0	0	1	0
GF_12037	0	1	0	0	0	0	0	0	1	1	0	0
GF_12038	0	0	0	0	0	0	1	0	1	1	0	0
GF_12039	0	0	1	0	0	0	0	1	0	1	0	0
GF_12040	1	0	0	0	0	0	0	0	0	0	1	1
GF_12041	1	0	0	0	0	0	0	1	0	0	1	0
GF_12042	0	0	0	0	0	0	0	1	0	0	1	1
GF_12043	0	1	0	0	0	0	1	0	0	1	0	0
GF_12044	0	0	0	0	0	0	0	0	0	2	0	0
GF_12045	0	0	0	0	0	0	0	0	0	2	0	0
GF_12046	0	0	0	0	0	0	0	0	0	2	0	0
